IdCliente,apoyoTecnico ,serviciosDeAlimentos ,servicioTelefonico ,servicioDeTransporte ,lineasTelefonicas ,serviciosMedicos ,servicioDeInternet ,ServiciosEntrega,seguridadOnline ,serviciosParaMascotas ,copiasDeSeguridad ,serviciosEducativos ,StreamingTV ,servicioProteccio_nMovil ,StreamingMovies 
3853-LYGAM,Yes,No,Yes,No,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Yes,Yes
6979-ZNSFF,No,No,Yes,No,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,No,No
5751-USDBL,Yes,Yes,Yes,Yes,No,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Yes,Yes
5680-LQOGP,Yes,Yes,Yes,Yes,No,No,DSL,Yes,Yes,No,Yes,No,Yes,Yes,Yes
2386-LAHRK,No,Yes,Yes,No,No,Yes,DSL,No,No,No,No,No,Yes,No,No
8189-DUKMV,No internet service,Yes,Yes,Yes,No,No,No,No,No internet service,No,No internet service,Yes,No internet service,No internet service,No internet service
6032-IGALN,No,Yes,No,Yes,No phone service,No,DSL,Yes,No,Yes,No,Yes,No,No,No
9931-DCEZH,Yes,No,Yes,Yes,No,No,DSL,No,No,Yes,Yes,No,No,No,No
1898-JSNDC,No,Yes,Yes,No,No,No,DSL,Yes,No,Yes,Yes,Yes,Yes,No,No
0315-LVCRK,No,Yes,Yes,Yes,No,Yes,Fiber optic,Yes,No,No,No,Yes,No,Yes,Yes
3911-RSNHI,Yes,No,No,No,No phone service,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
2410-CIYFZ,No internet service,No,Yes,Yes,No,No,No,No,No internet service,Yes,No internet service,Yes,No internet service,No internet service,No internet service
4248-HCETZ,No,Yes,Yes,Yes,No,Yes,Fiber optic,Yes,No,No,Yes,Yes,No,Yes,No
5505-OVWQW,No internet service,No,Yes,Yes,No,No,No,No,No internet service,No,No internet service,Yes,No internet service,No internet service,No internet service
7271-AJDTL,No,Yes,Yes,No,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,Yes,No
1867-TJHTS,No,Yes,Yes,No,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,No,No
0516-WJVXC,Yes,No,Yes,No,No,No,DSL,No,Yes,Yes,No,Yes,No,No,No
9174-FKWZE,No internet service,Yes,Yes,Yes,No,Yes,No,No,No internet service,Yes,No internet service,Yes,No internet service,No internet service,No internet service
6860-YRJZP,No,No,Yes,No,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,No,No
4429-WYGFR,Yes,No,Yes,No,No,Yes,DSL,No,No,No,No,Yes,No,No,No
2817-LVCPP,No internet service,No,Yes,Yes,No,Yes,No,Yes,No internet service,No,No internet service,No,No internet service,No internet service,No internet service
5038-ETMLM,Yes,No,Yes,Yes,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
5056-FIMPT,Yes,No,Yes,Yes,No,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,No,Yes
4521-WFJAI,No internet service,No,Yes,No,Yes,No,No,No,No internet service,No,No internet service,No,No internet service,No internet service,No internet service
6569-KTMDU,No internet service,No,Yes,No,No,No,No,No,No internet service,Yes,No internet service,Yes,No internet service,No internet service,No internet service
8809-RIHDD,No,Yes,Yes,Yes,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Yes,Yes
8809-XKHMD,Yes,Yes,Yes,No,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,No,No,Yes
0396-YCHWO,No,Yes,Yes,Yes,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,No,Yes
0867-LDTTC,Yes,No,Yes,Yes,No,No,DSL,No,No,Yes,No,No,Yes,Yes,Yes
4822-NGOCH,No,No,Yes,Yes,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,Yes,No
9391-DXGGG,No,No,Yes,Yes,No,No,Fiber optic,Yes,No,No,Yes,Yes,No,Yes,Yes
9844-FELAJ,Yes,Yes,Yes,No,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Yes,Yes
2122-SZZZD,No internet service,No,Yes,No,No,Yes,No,Yes,No internet service,Yes,No internet service,Yes,No internet service,No internet service,No internet service
5307-DZCVC,No,No,Yes,Yes,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,No,No
3148-AOIQT,No internet service,Yes,Yes,Yes,Yes,Yes,No,Yes,No internet service,Yes,No internet service,Yes,No internet service,No internet service,No internet service
8679-JOEVF,Yes,No,Yes,Yes,No,No,DSL,Yes,No,Yes,No,No,Yes,No,No
8395-ETZKQ,No internet service,No,Yes,Yes,No,Yes,No,Yes,No internet service,No,No internet service,No,No internet service,No internet service,No internet service
6692-YQHXC,No,Yes,Yes,No,No,No,Fiber optic,Yes,No,No,No,Yes,No,No,No
3889-VWBID,Yes,Yes,Yes,No,No,No,DSL,No,Yes,Yes,Yes,No,Yes,No,Yes
5222-JCXZT,No internet service,Yes,Yes,No,No,No,No,Yes,No internet service,No,No internet service,No,No internet service,No internet service,No internet service
9754-CLVZW,Yes,No,No,No,No phone service,No,DSL,No,Yes,No,Yes,Yes,No,No,No
1432-FPAXX,No,Yes,No,No,No phone service,No,DSL,No,No,Yes,Yes,No,No,No,No
2739-CCZMB,No internet service,Yes,Yes,No,No,Yes,No,No,No internet service,Yes,No internet service,Yes,No internet service,No internet service,No internet service
7080-TNUWP,No,Yes,Yes,No,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Yes,No
0496-AHOOK,Yes,No,Yes,Yes,No,No,DSL,No,Yes,No,No,Yes,Yes,No,Yes
8336-TAVKX,Yes,No,Yes,Yes,Yes,No,DSL,No,Yes,Yes,Yes,Yes,No,Yes,Yes
2468-SJFLM,Yes,No,Yes,No,No,Yes,Fiber optic,Yes,No,Yes,No,No,No,No,No
3181-VTHOE,Yes,Yes,No,No,No phone service,Yes,DSL,Yes,No,Yes,Yes,No,No,Yes,Yes
7168-HDQHG,No internet service,No,Yes,No,No,Yes,No,No,No internet service,Yes,No internet service,Yes,No internet service,No internet service,No internet service
4803-AXVYP,Yes,No,Yes,Yes,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,No,Yes
3884-HCSWG,No,Yes,Yes,Yes,No,Yes,Fiber optic,Yes,No,No,No,No,No,No,No
4567-AKPIA,Yes,No,Yes,Yes,Yes,No,Fiber optic,Yes,No,No,Yes,No,Yes,Yes,Yes
5077-DXTCG,No,No,Yes,Yes,No,No,DSL,Yes,No,No,No,Yes,No,No,No
1142-WACZW,Yes,Yes,No,No,No phone service,Yes,DSL,Yes,No,Yes,No,Yes,No,No,No
7901-HXJVA,No,Yes,Yes,Yes,No,Yes,Fiber optic,No,No,No,No,No,No,Yes,No
5649-ANRML,Yes,Yes,Yes,No,No,No,Fiber optic,Yes,No,No,Yes,No,No,Yes,Yes
4892-VLANZ,No internet service,No,Yes,No,No,Yes,No,Yes,No internet service,Yes,No internet service,No,No internet service,No internet service,No internet service
5924-IFQTT,Yes,No,Yes,No,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes,Yes,No
7968-QUXNS,No internet service,No,Yes,Yes,No,No,No,No,No internet service,No,No internet service,Yes,No internet service,No internet service,No internet service
2919-HBCJO,No,Yes,Yes,Yes,No,No,Fiber optic,No,No,No,Yes,Yes,No,No,No
4236-XPXAV,Yes,No,Yes,Yes,No,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,No,Yes
8903-WMRNW,No,No,Yes,No,No,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
2452-SNHFZ,No,Yes,Yes,No,No,No,Fiber optic,No,Yes,No,No,No,No,No,No
3629-WEAAM,Yes,No,Yes,Yes,No,No,DSL,Yes,No,Yes,No,No,No,Yes,Yes
6029-CSMJE,No,No,No,Yes,No phone service,Yes,DSL,No,No,Yes,No,No,No,No,No
7993-NQLJE,No,Yes,Yes,No,No,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,No,No
9909-DFRJA,Yes,No,Yes,No,No,No,Fiber optic,No,Yes,No,No,Yes,No,Yes,Yes
9099-FTUHS,No,Yes,Yes,Yes,Yes,Yes,DSL,No,Yes,Yes,No,No,No,No,No
0581-BXBUB,No,Yes,Yes,Yes,No,No,Fiber optic,Yes,No,No,Yes,No,No,No,No
4962-CHQPW,No internet service,No,Yes,No,No,Yes,No,Yes,No internet service,No,No internet service,No,No internet service,No internet service,No internet service
9467-ROOLM,No internet service,No,Yes,No,No,Yes,No,No,No internet service,Yes,No internet service,Yes,No internet service,No internet service,No internet service
3030-YZADT,No,Yes,Yes,Yes,No,Yes,DSL,Yes,No,No,No,Yes,No,No,No
7410-KTVFV,No,No,Yes,Yes,No,No,DSL,Yes,No,Yes,No,No,No,Yes,No
5150-ITWWB,No,Yes,Yes,No,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,No,Yes
2253-KPMNB,Yes,No,No,No,No phone service,Yes,DSL,No,Yes,No,Yes,Yes,No,Yes,No
1345-ZUKID,No internet service,Yes,Yes,No,No,No,No,Yes,No internet service,Yes,No internet service,Yes,No internet service,No internet service,No internet service
6429-SHBCB,No,Yes,Yes,Yes,Yes,No,DSL,No,No,No,No,Yes,Yes,No,Yes
9281-OFDMF,No,Yes,Yes,Yes,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,No,Yes
2603-HVKCG,No,No,Yes,No,No,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,Yes,Yes
1834-WULEG,No internet service,Yes,Yes,Yes,No,No,No,Yes,No internet service,Yes,No internet service,No,No internet service,No internet service,No internet service
9097-ZUBYC,Yes,No,Yes,No,No,Yes,DSL,Yes,No,Yes,No,No,No,No,No
5148-ORICT,Yes,Yes,Yes,Yes,No,Yes,DSL,No,Yes,Yes,Yes,No,No,Yes,Yes
4893-GYUJU,No internet service,Yes,Yes,Yes,No,Yes,No,Yes,No internet service,Yes,No internet service,Yes,No internet service,No internet service,No internet service
4578-PHJYZ,Yes,Yes,Yes,No,No,Yes,DSL,Yes,No,Yes,Yes,No,Yes,Yes,No
7272-QDCKA,No,Yes,Yes,Yes,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,No,Yes
8908-SLFCJ,No internet service,Yes,Yes,Yes,No,Yes,No,No,No internet service,Yes,No internet service,No,No internet service,No internet service,No internet service
8393-DLHGA,No,No,Yes,No,No,No,Fiber optic,Yes,No,No,Yes,No,Yes,No,Yes
9766-HGEDE,No internet service,Yes,Yes,Yes,No,Yes,No,No,No internet service,No,No internet service,No,No internet service,No internet service,No internet service
6968-MHOMU,No,Yes,No,No,No phone service,No,DSL,No,No,No,No,No,Yes,No,Yes
7395-IGJOS,No,Yes,Yes,Yes,No,No,Fiber optic,No,No,Yes,No,No,No,No,Yes
5044-XDPYX,No internet service,Yes,Yes,Yes,Yes,Yes,No,No,No internet service,No,No internet service,Yes,No internet service,No internet service,No internet service
1814-WFGVS,Yes,No,No,No,No phone service,No,DSL,Yes,Yes,Yes,No,Yes,Yes,Yes,No
2834-SPCJV,No,Yes,Yes,Yes,No,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,No,No
3721-WKIIL,No internet service,No,Yes,No,No,Yes,No,No,No internet service,Yes,No internet service,Yes,No internet service,No internet service,No internet service
6734-CKRSM,No internet service,Yes,Yes,Yes,No,Yes,No,No,No internet service,No,No internet service,No,No internet service,No internet service,No internet service
1265-ZFOSD,Yes,No,Yes,No,Yes,No,DSL,No,Yes,No,Yes,Yes,No,Yes,Yes
6568-POCUI,Yes,Yes,Yes,No,No,Yes,Fiber optic,Yes,No,No,No,No,Yes,No,Yes
7890-VYYWG,No,No,No,Yes,No phone service,Yes,DSL,Yes,No,Yes,No,No,Yes,No,No
5197-LQXXH,Yes,Yes,Yes,Yes,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Yes,Yes
9907-SWKKF,No,Yes,No,Yes,No phone service,Yes,DSL,No,No,Yes,No,No,No,No,No
3457-PQBYH,No internet service,Yes,Yes,No,No,Yes,No,Yes,No internet service,Yes,No internet service,Yes,No internet service,No internet service,No internet service
7682-AZNDK,No,Yes,Yes,Yes,No,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,Yes,No
0587-DMGBH,No,Yes,Yes,Yes,No,No,DSL,Yes,Yes,No,No,No,No,No,No
5384-ZTTWP,No internet service,Yes,Yes,Yes,No,No,No,Yes,No internet service,Yes,No internet service,No,No internet service,No internet service,No internet service
3745-HRPHI,Yes,No,No,Yes,No phone service,Yes,DSL,No,No,No,No,Yes,Yes,Yes,Yes
7636-OWBPG,No,No,No,Yes,No phone service,No,DSL,Yes,No,No,Yes,Yes,No,No,No
1231-YNDEK,No internet service,No,Yes,No,No,No,No,No,No internet service,No,No internet service,Yes,No internet service,No internet service,No internet service
1407-DIGZV,No internet service,No,Yes,Yes,No,No,No,Yes,No internet service,Yes,No internet service,No,No internet service,No internet service,No internet service
6397-JNZZG,No,No,No,No,No phone service,Yes,DSL,Yes,No,No,Yes,Yes,Yes,Yes,Yes
0570-BFQHT,No,Yes,Yes,No,No,No,Fiber optic,Yes,No,Yes,Yes,Yes,No,Yes,No
4393-OBCRR,No internet service,Yes,Yes,No,No,No,No,No,No internet service,No,No internet service,No,No internet service,No internet service,No internet service
3523-QRQLL,No,Yes,Yes,Yes,No,Yes,DSL,Yes,No,No,Yes,No,Yes,No,Yes
8564-LDKFL,No,Yes,Yes,Yes,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Yes,Yes
3696-DFHHB,No internet service,No,Yes,Yes,Yes,Yes,No,Yes,No internet service,Yes,No internet service,Yes,No internet service,No internet service,No internet service
0895-DQHEW,No,Yes,Yes,Yes,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,Yes,Yes
4717-GHADL,Yes,Yes,Yes,Yes,Yes,No,DSL,No,No,No,Yes,Yes,Yes,No,Yes
5501-TVMGM,No,Yes,Yes,No,No,No,DSL,Yes,No,No,No,No,No,No,Yes
5879-HMFFH,Yes,No,Yes,Yes,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes
6772-WFQRD,No internet service,No,Yes,Yes,No,No,No,Yes,No internet service,No,No internet service,Yes,No internet service,No internet service,No internet service
3810-DVDQQ,Yes,Yes,Yes,No,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Yes,Yes
6972-SNKKW,No internet service,Yes,Yes,No,No,No,No,Yes,No internet service,Yes,No internet service,Yes,No internet service,No internet service,No internet service
3694-GLTJM,No internet service,No,Yes,Yes,No,Yes,No,Yes,No internet service,Yes,No internet service,Yes,No internet service,No internet service,No internet service
8550-XSXUQ,No,No,Yes,No,Yes,No,DSL,No,No,Yes,Yes,No,No,Yes,Yes
8149-RSOUN,No,Yes,Yes,No,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,No,Yes
9055-MOJJJ,Yes,Yes,Yes,Yes,No,Yes,DSL,Yes,Yes,No,No,No,Yes,No,No
4359-INNWN,No internet service,Yes,Yes,No,No,Yes,No,Yes,No internet service,Yes,No internet service,No,No internet service,No internet service,No internet service
0585-EGDDA,No,No,Yes,Yes,No,Yes,Fiber optic,Yes,No,No,Yes,Yes,No,Yes,No
4032-RMHCI,No,No,No,Yes,No phone service,No,DSL,Yes,Yes,No,No,No,No,Yes,No
0549-CYCQN,No,No,Yes,Yes,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,No,No
3481-JHUZH,No,Yes,Yes,Yes,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,No,No
7250-EQKIY,No,No,Yes,Yes,No,No,DSL,No,No,Yes,No,No,No,Yes,No
3594-IVHJZ,No internet service,Yes,Yes,Yes,No,No,No,No,No internet service,No,No internet service,Yes,No internet service,No internet service,No internet service
6869-FGJJC,No,Yes,Yes,Yes,No,No,Fiber optic,Yes,No,Yes,Yes,Yes,No,Yes,No
3896-ZVNET,No internet service,Yes,Yes,Yes,Yes,No,No,Yes,No internet service,No,No internet service,No,No internet service,No internet service,No internet service
8205-VSLRB,Yes,Yes,Yes,Yes,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Yes,Yes
5960-MVTUK,Yes,Yes,No,No,No phone service,No,DSL,Yes,No,Yes,No,No,No,No,No
6817-WTYHE,No,Yes,Yes,No,No,No,DSL,No,No,No,No,Yes,No,No,No
3082-VQXNH,No,No,No,Yes,No phone service,No,DSL,No,No,No,Yes,Yes,No,No,No
4013-UBXWQ,Yes,Yes,Yes,No,Yes,Yes,DSL,Yes,No,Yes,No,No,Yes,No,Yes
4931-TRZWN,No,No,Yes,No,No,No,DSL,No,Yes,No,No,Yes,Yes,No,Yes
0750-EKNGL,No internet service,Yes,Yes,No,No,Yes,No,No,No internet service,No,No internet service,No,No internet service,No internet service,No internet service
7669-LCRSD,No,No,Yes,Yes,No,No,DSL,No,No,No,No,Yes,Yes,No,No
3567-PQTSO,No,Yes,Yes,No,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,Yes,Yes
5519-NPHVG,No,No,Yes,No,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,No,Yes
8043-PNYSD,No internet service,No,Yes,Yes,No,Yes,No,Yes,No internet service,Yes,No internet service,Yes,No internet service,No internet service,No internet service
9938-EKRGF,Yes,No,Yes,Yes,No,No,DSL,No,Yes,No,Yes,Yes,Yes,Yes,Yes
2703-AMTUL,No,No,Yes,No,No,No,DSL,No,Yes,No,Yes,Yes,No,No,No
0928-JMXNP,No,No,No,No,No phone service,Yes,DSL,Yes,No,No,No,Yes,No,Yes,No
8173-RXAYP,No internet service,No,Yes,Yes,No,Yes,No,Yes,No internet service,Yes,No internet service,Yes,No internet service,No internet service,No internet service
4825-XJGDM,Yes,No,No,No,No phone service,No,DSL,Yes,Yes,Yes,Yes,No,No,Yes,No
5402-HTOTQ,No,No,Yes,Yes,Yes,Yes,DSL,No,No,Yes,Yes,Yes,No,No,No
6734-JDTTV,No internet service,Yes,Yes,No,No,No,No,Yes,No internet service,No,No internet service,Yes,No internet service,No internet service,No internet service
7850-THJMU,No internet service,No,Yes,Yes,No,Yes,No,Yes,No internet service,Yes,No internet service,No,No internet service,No internet service,No internet service
3890-RTCMS,Yes,No,Yes,No,No,Yes,DSL,Yes,No,No,No,Yes,No,No,No
8849-GYOKR,No,Yes,Yes,Yes,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,Yes,No,Yes
3148-BLQJT,No internet service,No,Yes,No,No,No,No,Yes,No internet service,Yes,No internet service,No,No internet service,No internet service,No internet service
3717-FDJFU,No internet service,No,Yes,Yes,No,No,No,Yes,No internet service,Yes,No internet service,Yes,No internet service,No internet service,No internet service
3665-JATSN,No,Yes,No,Yes,No phone service,Yes,DSL,No,No,Yes,Yes,Yes,No,No,Yes
7966-YOTQW,No,Yes,Yes,No,Yes,No,DSL,Yes,Yes,Yes,No,Yes,No,No,No
0461-CVKMU,Yes,No,Yes,No,No,No,Fiber optic,Yes,No,No,Yes,No,No,Yes,No
8806-EAGWC,No,No,Yes,Yes,No,Yes,DSL,No,No,Yes,No,Yes,Yes,No,No
8853-TZDGH,Yes,No,Yes,No,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,Yes,Yes
7779-LGOVN,No,Yes,Yes,Yes,Yes,No,Fiber optic,No,No,No,No,Yes,No,No,Yes
4324-BZCKL,No,Yes,Yes,No,No,Yes,DSL,No,No,Yes,Yes,Yes,No,Yes,No
6924-TDGMT,No internet service,No,Yes,No,No,No,No,Yes,No internet service,Yes,No internet service,Yes,No internet service,No internet service,No internet service
9710-ZUSHQ,No,Yes,Yes,No,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,No,Yes
1536-YHDOE,Yes,No,Yes,Yes,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,No,No
8123-QBNAZ,No,Yes,Yes,Yes,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,Yes,Yes
3629-ZNKXA,No,No,Yes,Yes,No,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Yes,Yes
4827-LTQRJ,Yes,No,Yes,Yes,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,No,Yes
7711-YIJWC,Yes,No,Yes,No,No,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
5482-VXSXJ,No,Yes,Yes,Yes,No,No,Fiber optic,No,No,Yes,Yes,No,Yes,No,Yes
7365-BVCJH,No,No,No,No,No phone service,Yes,DSL,Yes,No,Yes,No,Yes,No,No,No
9620-ENEJV,No,No,Yes,No,No,Yes,Fiber optic,No,No,Yes,No,Yes,No,No,No
4183-WCSEP,Yes,No,Yes,No,No,Yes,Fiber optic,Yes,No,No,Yes,No,No,No,No
2378-YIZKA,Yes,No,Yes,Yes,No,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
5498-TXHLF,No,No,Yes,No,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Yes,No
0689-DSXGL,Yes,Yes,Yes,Yes,No,Yes,Fiber optic,No,No,Yes,Yes,No,No,Yes,No
6818-DJXAA,Yes,Yes,Yes,No,No,Yes,Fiber optic,Yes,No,No,No,No,Yes,Yes,No
9722-UJOJR,No,No,Yes,Yes,No,Yes,Fiber optic,Yes,No,Yes,No,No,No,No,No
0464-WJTKO,No internet service,Yes,Yes,Yes,No,Yes,No,No,No internet service,Yes,No internet service,No,No internet service,No internet service,No internet service
8902-ZEOVF,No internet service,Yes,Yes,No,No,No,No,Yes,No internet service,No,No internet service,No,No internet service,No internet service,No internet service
6778-EICRF,No,Yes,Yes,Yes,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,No,Yes
2662-NNTDK,No internet service,No,Yes,No,Yes,No,No,No,No internet service,Yes,No internet service,No,No internet service,No internet service,No internet service
4132-KALRO,Yes,Yes,Yes,Yes,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,No,Yes
3902-FOIGH,No,No,Yes,No,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,No,Yes
6772-KSATR,No,Yes,Yes,No,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,No,No
7112-OPOTK,No,Yes,Yes,Yes,No,Yes,Fiber optic,No,No,No,No,Yes,No,No,No
2874-YXVVA,Yes,Yes,Yes,No,No,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
1245-HARPS,No internet service,Yes,Yes,Yes,No,Yes,No,Yes,No internet service,No,No internet service,No,No internet service,No internet service,No internet service
4210-QFJMF,No,No,Yes,No,No,No,Fiber optic,Yes,No,No,No,No,No,No,Yes
4323-ELYYB,No internet service,Yes,Yes,Yes,No,No,No,Yes,No internet service,Yes,No internet service,No,No internet service,No internet service,No internet service
4293-ETKAP,Yes,No,Yes,No,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,No,Yes
6064-PUPMC,Yes,Yes,Yes,No,No,Yes,DSL,No,Yes,Yes,No,Yes,No,No,No
6504-VBLFL,No,Yes,Yes,No,No,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Yes,No
6322-PJJDJ,No,No,Yes,Yes,No,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,No,Yes
0330-BGYZE,No,Yes,Yes,No,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,Yes,Yes
1085-LDWAM,No internet service,Yes,Yes,No,No,No,No,No,No internet service,No,No internet service,No,No internet service,No internet service,No internet service
7586-ZATGZ,No,Yes,Yes,Yes,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,No,No
7197-VOJMM,Yes,Yes,Yes,Yes,No,No,DSL,Yes,Yes,Yes,Yes,Yes,No,No,Yes
3318-OSATS,No,No,Yes,Yes,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,No,Yes
5828-AVIPD,Yes,Yes,Yes,Yes,Yes,No,Fiber optic,No,No,No,No,No,Yes,No,Yes
1843-TLSGD,No internet service,Yes,Yes,Yes,No,Yes,No,No,No internet service,No,No internet service,No,No internet service,No internet service,No internet service
9626-VFRGG,No,No,Yes,Yes,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,No,No
7075-BNDVQ,No,Yes,No,Yes,No phone service,No,DSL,No,Yes,Yes,No,No,No,Yes,No
9143-CANJF,Yes,No,Yes,No,No,Yes,DSL,No,Yes,No,No,No,No,No,No
7284-BUYEC,No,No,No,No,No phone service,No,DSL,Yes,No,No,Yes,Yes,Yes,No,Yes
2041-JIJCI,No,Yes,Yes,No,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,No,Yes
1086-LXKFY,No,No,Yes,No,No,Yes,Fiber optic,No,No,No,No,Yes,No,No,No
4900-MSOMT,Yes,Yes,Yes,No,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,Yes,No
2229-VWQJH,No,Yes,Yes,Yes,No,No,DSL,No,No,Yes,No,No,No,Yes,No
9194-GFVOI,Yes,No,Yes,Yes,Yes,No,DSL,No,Yes,No,No,No,Yes,Yes,Yes
1336-EZFZY,No internet service,Yes,Yes,No,No,Yes,No,No,No internet service,No,No internet service,Yes,No internet service,No internet service,No internet service
4282-MSACW,Yes,No,Yes,No,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes
1403-LKLIK,No internet service,Yes,Yes,No,No,No,No,No,No internet service,No,No internet service,Yes,No internet service,No internet service,No internet service
2636-ALXXZ,No,No,Yes,Yes,No,Yes,Fiber optic,No,No,Yes,No,No,No,No,No
7774-OJSXI,No,Yes,Yes,Yes,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Yes,Yes
7786-WBJYI,No,Yes,Yes,No,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,No,No,No
0136-IFMYD,Yes,Yes,Yes,No,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Yes,Yes
5144-TVGLP,No,No,Yes,No,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,No,Yes
9643-AVVWI,Yes,Yes,Yes,Yes,No,Yes,Fiber optic,No,No,No,Yes,No,No,No,No
0253-ZTEOB,Yes,No,Yes,No,Yes,Yes,DSL,No,No,No,Yes,No,Yes,No,Yes
2706-QZIHY,No internet service,No,Yes,No,Yes,No,No,No,No internet service,Yes,No internet service,Yes,No internet service,No internet service,No internet service
6061-PQHMK,No internet service,No,Yes,Yes,No,Yes,No,Yes,No internet service,No,No internet service,No,No internet service,No internet service,No internet service
9885-CSMWE,No,No,Yes,Yes,No,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,No,No
6137-MFAJN,No,Yes,No,No,No phone service,No,DSL,No,Yes,No,Yes,Yes,Yes,No,No
9122-UMROB,No internet service,Yes,Yes,Yes,No,No,No,Yes,No internet service,Yes,No internet service,Yes,No internet service,No internet service,No internet service
4232-JGKIY,No internet service,Yes,Yes,Yes,No,Yes,No,No,No internet service,Yes,No internet service,Yes,No internet service,No internet service,No internet service
2402-TAIRZ,No,Yes,Yes,No,No,No,Fiber optic,No,No,No,Yes,No,No,Yes,No
9659-ZTWSM,Yes,No,Yes,Yes,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Yes,Yes
9139-TWBAS,No,No,No,No,No phone service,Yes,DSL,No,Yes,No,Yes,No,Yes,Yes,No
6685-GBWJZ,Yes,No,Yes,Yes,No,Yes,DSL,No,Yes,Yes,Yes,No,Yes,No,No
5016-ETTFF,No,Yes,No,No,No phone service,No,DSL,Yes,No,No,No,No,No,Yes,No
3866-MDTUB,No,Yes,Yes,No,No,Yes,DSL,No,Yes,No,No,Yes,Yes,No,Yes
